title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Cortical GABAergic interneurons in cross-modal plasticity following early blindness,https://www.hindawi.com/journals/np/2012/590725/abs/,Cited by 36,"https://scholar.google.com/scholar?q=related:tUCGjk4uhM8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",37,All 17 versions,"S Desgent, M Ptito - Neural plasticity, 2012 - hindawi.com","… Enucleation at birth or congenital microphthalmia in kittens induces auditory activation of the
visual … Congenitally anophthalmic mutant mice (strain ZRDCT-An) show similar responses … visually
deprived animals or blind humans these putative interactions are modified to permit a … 
"
Long-lasting crossmodal cortical reorganization triggered by brief postnatal visual deprivation,https://www.sciencedirect.com/science/article/pii/S0960982215008702,Cited by 39,"https://scholar.google.com/scholar?q=related:aZaDEsve8P0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",38,All 17 versions,"O Collignon, G Dormal, A De Heering, F Lepore… - Current Biology, 2015 - Elsevier","… Interestingly, similar findings were previously reported in congenitally blind subjects [17, 31] … If
late-blind people do not show auditory recruitment of these regions, it is … B. SkarfPattern reversal
visual evoked potentials following early treatment of unilateral, congenital cataract … 
"
Living with one eye: plasticity in visual and auditory systems,https://books.google.com/books?hl=en&lr=&id=ckCozisvTlsC&oi=fnd&pg=PA94&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=AP6nkOT_p1&sig=kqHqZymHqe5qZxyyzRb74DDHscg,Cited by 20,"https://scholar.google.com/scholar?q=related:erQuq-nNY2gJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",39,All 3 versions,"KR Kelly, SS Moro, JKE Steeves - Plasticity in sensory systems, 2013 - books.google.com","… This ﬁnding is consistent with ﬁndings in congenitally blind people (Park et al., 2009), who …
recruitment of deafferented cells for auditory processing, similar to people with congenital
blindness (Hoover et … as hearing, similar to the examples set out by animal and early blind models … 
"
The implications of brain plasticity and task selectivity for visual rehabilitation of blind and visually impaired individuals,https://link.springer.com/chapter/10.1007/978-3-319-78926-2_13,Cited by 5,"https://scholar.google.com/scholar?q=related:0b8lhvt3cLkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",40,All 4 versions,"DR Chebat, B Heimler, S Hofsetter, A Amedi - The Neuroimaging of Brain …, 2018 - Springer","… This theory proposes that in cases of sensory deprivation, like congenital blindness, primary
sensory areas, such … A few studies on early blind populations have reported recruitment of the
deprived V1 … activates certain regions of the early visual cortex in the congenitally blind [125 … 
"
Cross-modal plasticity in specific auditory cortices underlies visual compensations in the deaf,https://www.nature.com/articles/nn.2653,Cited by 365,"https://scholar.google.com/scholar?q=related:h17kvjJ7uXkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",41,All 15 versions,"SG Lomber, MA Meredith, A Kral - Nature neuroscience, 2010 - nature.com","… Thus, in early blind animals, acoustic stimuli evoke responses in what are normally visual regions
of the cerebral … in contact with areas AAF, DZ, A1 and PAF of the left hemisphere of a congenitally
deaf cat at … We found that DZ is involved in visual motion detection in deaf cats … 
"
Sensory substitution: Closing the gap between basic research and widespread practical visual rehabilitation,https://www.sciencedirect.com/science/article/pii/S0149763413002765,Cited by 146,"https://scholar.google.com/scholar?q=related:VL0weft15RAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",42,All 14 versions,"S Maidenbaum, S Abboud, A Amedi - Neuroscience & Biobehavioral …, 2014 - Elsevier","… aids for limited daily use, providing otherwise non-existing visual capabilities such as perception
of shape … SSDs have enormous potential for non-invasive rehabilitation for the majority of the blind.
In over 95% of all cases of blindness, the problem is not in the visual/occipital … 
"
Plasticity of the human visual system after retinal gene therapy in patients with Leber's congenital amaurosis,https://stm.sciencemag.org/content/7/296/296ra110.short,Cited by 41,"https://scholar.google.com/scholar?q=related:7hfc-HK4yhoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",43,All 13 versions,"M Ashtari, H Zhang, PA Cook… - Science translational …, 2015 - stm.sciencemag.org","… Research ArticleGene Therapy. Plasticity of the human visual system after retinal gene therapy
in patients with Leber's congenital amaurosis … 7 Laboratory of Brain and Cognition, National
Institutes of Health, 10 Center Drive, MSC 1240, Bethesda, MD 20892, USA … 
"
Cross-modal plasticity in higher-order auditory cortex of congenitally deaf cats does not limit auditory responsiveness to cochlear implants,https://www.jneurosci.org/content/36/23/6175.short,Cited by 36,"https://scholar.google.com/scholar?q=related:9QCFt1IKsZMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",44,All 15 versions,"R Land, P Baumhoff, J Tillein, SG Lomber… - Journal of …, 2016 - Soc Neuroscience",
Functional connectivity of visual cortex in the blind follows retinotopic organization principles,https://academic.oup.com/brain/article-abstract/138/6/1679/2847628,Cited by 91,"https://scholar.google.com/scholar?q=related:Svit4RYXEo8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",45,All 20 versions,"E Striem-Amit, S Ovadia-Caro, A Caramazza… - Brain, 2015 - academic.oup.com","… Ella Striem-Amit, Smadar Ovadia-Caro, Alfonso Caramazza, Daniel S. Margulies, Arno Villringer,
Amir Amedi, Functional connectivity of visual cortex in the blind follows retinotopic organization
principles, Brain, Volume 138, Issue 6, June 2015, Pages 1679–1695, https://doi.org … 
"
Critical periods during sensory development,https://www.sciencedirect.com/science/article/pii/S0959438899000471,Cited by 529,"https://scholar.google.com/scholar?q=related:cdjc8j26Y_QJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",46,All 7 versions,"N Berardi, T Pizzorusso, L Maffei - Current opinion in neurobiology, 2000 - Elsevier","… visual cortex has also been demonstrated in early-blind, but not late-blind humans [18] … evidence
for an improvement of movement detection has been obtained in congenitally deaf people, but …
rearing (DR), but evidence is also available from studies in early-deaf children who … 
"
Specificity and plasticity in neurocognitive development,https://books.google.com/books?hl=en&lr=&id=0wx17lC075EC&oi=fnd&pg=PA83&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=RoKNywIYLC&sig=vYKve3Ti814-2n9GRmQOisEsp-U,Cited by 162,"https://scholar.google.com/scholar?q=related:5R9yH6_QQXsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",47,All 5 versions,"HJ Neville, D Bavelier - The new cognitive neurosciences, 2000 - books.google.com","… cortex including areas MTMST (figure 74; see color plate 1). Thus, congenital deafness alters …
HEARING FIGURE 74 Activation (fMRI, 1.5 T) in normally hearing and congenitally deaf adults
in … in the visual cortex of early blind humans as compared to subjects who became blind … 
"
Neurocognitive factors in sensory restoration of early deafness: a connectome model,https://www.sciencedirect.com/science/article/pii/S147444221600034X,Cited by 136,"https://scholar.google.com/scholar?q=related:xsYIm_buuFkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",48,All 13 versions,"A Kral, WG Kronenberger, DB Pisoni… - The Lancet …, 2016 - Elsevier","… after sensory loss and later neurosensory restoration, using cochlear implantation in congenitally
deaf children as … of speech perception, even under degraded conditions, 25 speech recognition
and perception is still … Congenital deafness (red) prevents many maturational steps … 
"
Vision restoration after brain and retina damage: the “residual vision activation theory”,https://www.sciencedirect.com/science/article/pii/B9780444533555000130,Cited by 129,"https://scholar.google.com/scholar?q=related:BTu0u4d0ZFsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",49,All 8 versions,"BA Sabel, P Henrich-Noack, A Fedorov, C Gall - Progress in brain research, 2011 - Elsevier",
Visual system plasticity in mammals: the story of monocular enucleation-induced vision loss,https://www.frontiersin.org/articles/10.3389/fnsys.2015.00060/full,Cited by 19,"https://scholar.google.com/scholar?q=related:XRVAWvu0NUUJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",50,All 14 versions,"J Nys, I Scheyltjens, L Arckens - Frontiers in systems neuroscience, 2015 - frontiersin.org","… hypotheses have been described that could prevail in both juvenile and adult blind subjects … of
cortical afferents to V1 is lacking in mouse models of congenital or neonatal … likely reflect a
homeostatic response to increased activity of the spared senses upon transient blindness … 
"
The role of visual deprivation and experience on the performance of sensory substitution devices,https://www.sciencedirect.com/science/article/pii/S0006899315005156,Cited by 18,"https://scholar.google.com/scholar?q=related:ganI-8G13wcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",51,All 6 versions,"HC Stronks, AC Nau, MR Ibbotson, N Barnes - Brain research, 2015 - Elsevier","… Device/approach, Task, Onset of blindness (n), Etiology (n), blind (n), NS (n), Training (h), Superior
group, Study. Pre, Post, 1, TDU, Acuity, EB (6), Unspecified (6) A, 6, 6, 9, –, –, Sampaio et al …
(2011). 14, Pneumatic, Depth perception, EB (6), Peripheral (6), 6, 7, 30 G, NS, –, Segond … 
"
Blocking PirB up-regulates spines and functional synapses to unlock visual cortical plasticity and facilitate recovery from amblyopia,https://stm.sciencemag.org/content/6/258/258ra140.short,Cited by 77,"https://scholar.google.com/scholar?q=related:c9SCmuFlDb0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",52,All 8 versions,"DN Bochner, RW Sapp, JD Adelson… - Science translational …, 2014 - stm.sciencemag.org","… Research ArticleNeuroscience. Blocking PirB up-regulates spines and functional synapses
to unlock visual cortical plasticity and facilitate recovery from amblyopia … Abstract. During critical
periods of development, the brain easily changes in response to … 
"
Environmental enrichment promotes plasticity and visual acuity recovery in adult monocular amblyopic rats,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0034815,Cited by 42,"https://scholar.google.com/scholar?q=related:qw0QGCcU1m0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",53,All 16 versions,"P Tognini, I Manno, J Bonaccorsi, MC Cenni, A Sale… - PLoS …, 2012 - journals.plos.org","… a functional imbalance between the two eyes, typically caused by unilateral congenital cataract,
anisometropia … To record VEPs, the electrode was advanced at a depth of 100 or 400 … Amblyopic
patients severely visually impaired in their non-amblyopic eye become nearly blind … 
"
'Visual'parsing can be taught quickly without visual experience during critical periods,https://www.nature.com/articles/srep15359,Cited by 9,"https://scholar.google.com/scholar?q=related:iLMe1kbgG-AJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",54,All 9 versions,"L Reich, A Amedi - Scientific reports, 2015 - nature.com","… Notably, an even short period of congenital blindness in humans, although treated in early
childhood … order feedback input, which has an important role in object perception 24 … such as
understanding transparency) can be acquired in adulthood by the congenitally blind who lack … 
"
Human visual plasticity: Lessons from children treated for congenital cataracts,https://books.google.com/books?hl=en&lr=&id=ckCozisvTlsC&oi=fnd&pg=PA75&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=AP6nkOT_q4&sig=QLNXqW4RNae1XNPAGLeJuqnrjDo,Cited by 6,"https://scholar.google.com/scholar?q=related:jmR7QAHCy-UJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",55,All 2 versions,"D Maurer, TL Lewis - Plasticity in Sensory Systems, 2013 - books.google.com","… Perhaps, as in the congenitally blind (Burton et al., 2004; Collignon et al., 2007; Poirier et al … for
auditory spatial processing and auditory substitution of vision in early blind subjects … The
prosopagnosic proﬁle of patients deprived of early vision by bilateral congenital cataracts … 
"
New concepts concerning the neural mechanisms of amblyopia and their clinical implications,https://www.sciencedirect.com/science/article/pii/S0008418212002608,Cited by 123,"https://scholar.google.com/scholar?q=related:WgE8pk3d_Q0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",56,All 6 versions,"AMF Wong - Canadian Journal of Ophthalmology, 2012 - Elsevier","Skip to main content Skip to article Elsevier logo.
"
Reprogramming the cerebral cortex: Plasticity following central and peripheral lesions,https://books.google.com/books?hl=en&lr=&id=zai62Bgg7ewC&oi=fnd&pg=PR9&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=WDvwEnVqUZ&sig=NfMSlF3dD8wEY0NOKQ2Y6PQdHOo,Cited by 19,"https://scholar.google.com/scholar?q=related:bI1ZNyttuQQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",57,,"SG Lomber, S Lomber, J Eggermont - 2006 - books.google.com","… showing responses to tactile and auditory stimuli in the occipital cortex in blind subjects … in Chapter
23, consider the effects of reorganization, as a result of congenital blindness, on other … loss 181
James F. Willott Recruitment of the auditory cortex in congenitally deaf cats 193 … 
"
